"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ASAP1",3.02681941492835e-185,-0.163365426285966,0.221,0.27,9.6316420602435e-181
"RPL7A",3.78251613398177e-185,-0.12137830313194,0.977,0.953,1.20363445899434e-180
"GABPB1-AS1",4.13153529924865e-185,-0.117196855256444,0.092,0.142,1.31469584757391e-180
"CAMKMT",4.37821843192908e-185,-0.162979676954651,0.155,0.216,1.39319288722415e-180
"CSAD",4.53577597507042e-185,-0.078958245432851,0.036,0.074,1.44332927302716e-180
"RPS16",4.58200802812596e-185,-0.102592048030217,0.974,0.947,1.45804077462996e-180
"SNRPF",4.67019796491884e-185,0.0651740192888082,0.839,0.768,1.48610369441683e-180
"ABHD8",5.02922544394123e-185,-0.0920711904924868,0.085,0.132,1.60034982851654e-180
"SH2B3",5.28351016275168e-185,-0.12858307087585,0.092,0.145,1.68126576888921e-180
"SLC25A45",5.34686173115884e-185,-0.083434939122709,0.055,0.094,1.70142487147205e-180
"ZNF75A",5.99613626171846e-185,-0.108957419171467,0.099,0.144,1.90803051984143e-180
"HSPB11",6.36623986469906e-185,-0.0260967438319268,0.634,0.568,2.02580118734589e-180
"CCT3",6.64939775931992e-185,-0.251337788432703,0.711,0.71,2.11590486099319e-180
"CBR1",9.09825506564685e-185,-0.0845760176374057,0.502,0.457,2.89515574443948e-180
"DENND6A-AS1",9.34991567368727e-185,-0.0901673790755878,0.032,0.068,2.97523666652403e-180
"ZNF160",9.88636961204772e-185,-0.127652874134339,0.102,0.147,3.14594167424971e-180
"AP1S1",1.17836145857532e-184,-0.144622874076389,0.278,0.318,3.74966399733252e-180
"GPR89B",1.30407302074175e-184,-0.0841068049186454,0.059,0.101,4.14969075930233e-180
"GLE1",1.33260704645526e-184,-0.132890398414116,0.23,0.272,4.24048888252527e-180
"CIAO1",1.36012874329026e-184,-0.157857314909801,0.402,0.43,4.32806567402394e-180
"AC051619.6",1.45191982606878e-184,-0.0591686569708483,0.016,0.044,4.62015407853346e-180
"ZFPM1",1.47340679405496e-184,-0.106551720050492,0.085,0.135,4.68852775936227e-180
"AURKA",1.49721303766519e-184,-0.0417980040203239,0.451,0.385,4.76428160715441e-180
"BANP",1.73427169436223e-184,-0.13528186021925,0.134,0.189,5.51862595863006e-180
"BORCS6",2.11931661213528e-184,-0.128345022266482,0.233,0.27,6.74387739147568e-180
"DDOST",2.12584966039507e-184,-0.135949761043474,0.507,0.512,6.76466620434315e-180
"CLTA",2.82429229317535e-184,-0.0648556277663941,0.854,0.802,8.98718050611328e-180
"EXOSC1",3.04178957952976e-184,-0.149766838416455,0.417,0.443,9.67927862102164e-180
"RHOA",3.28284959147027e-184,-0.0917394385556305,0.877,0.833,1.04463556850176e-179
"CCR5",3.65278736061236e-184,-0.125535569631443,0.305,0.302,1.16235346602046e-179
"TASOR2",3.8859959207984e-184,-0.167518603139179,0.189,0.246,1.23656276195726e-179
"DSE",4.30421052011789e-184,-0.155889696658948,0.327,0.367,1.36964282960671e-179
"FOXJ3",4.64810168473508e-184,-0.178166095459548,0.269,0.321,1.47907243709955e-179
"SRP19",5.01607890972768e-184,-0.0136243449266187,0.746,0.678,1.59616646986444e-179
"KRT10",5.20155875821572e-184,-0.0976967146885577,0.664,0.621,1.65518801245182e-179
"IFNG-AS1",5.59081573430761e-184,-0.0780138945813085,0.032,0.069,1.77905347481402e-179
"JPT1",5.61093680294382e-184,-0.0746451633933298,0.823,0.766,1.78545620006475e-179
"LETMD1",5.7624836438555e-184,-0.124124713208506,0.175,0.231,1.83367992031126e-179
"RPS4X",7.52922973111771e-184,-0.00716070954710091,0.984,0.956,2.39587619273897e-179
"MRPL24",7.68899114595225e-184,-0.135434332767898,0.407,0.392,2.44671387255346e-179
"PTBP2",7.94227981583823e-184,-0.108962423080519,0.07,0.121,2.52731286019788e-179
"PINK1-AS",8.14448024754535e-184,-0.157170038033333,0.379,0.417,2.59165505957141e-179
"SPOUT1",1.12419837679674e-183,-0.140480070483672,0.235,0.273,3.57731165480491e-179
"HNRNPF",1.13010730506683e-183,-0.116168189294132,0.833,0.794,3.59611445545317e-179
"LONP1",1.27398728048417e-183,-0.183924855989413,0.277,0.302,4.05395492522868e-179
"HIST1H3I",1.27875386927807e-183,-0.125274095401152,0.107,0.122,4.06912268742974e-179
"PECAM1",1.39594968102148e-183,-0.181222938291445,0.122,0.171,4.44205147997846e-179
"ARRDC5",1.53972424736111e-183,-0.0529915156009143,0.011,0.035,4.89955652752779e-179
"SPEN",1.77911215640818e-183,-0.102134473076884,0.398,0.373,5.66131279290648e-179
"UTY",2.3744686263015e-183,-0.0289267326181035,0.002,0.014,7.555796615754e-179
"AC048382.5",2.52287308076074e-183,-0.0657833567505869,0.026,0.058,8.02803443028876e-179
"CDV3",3.89837297934237e-183,-0.0940217848326488,0.664,0.614,1.24050126575654e-178
"NPHP3",3.9668378783607e-183,-0.085103521981728,0.052,0.092,1.26228748127316e-178
"CDC45",4.11886997148593e-183,-0.103005901480909,0.264,0.26,1.31066561362654e-178
"AICDA",4.410616099695e-183,-0.0411110928398179,0.013,0.039,1.40350214908395e-178
"PRPF40B",4.72252871555305e-183,-0.106177641571049,0.073,0.117,1.50275586257614e-178
"HM13-AS1",4.89833364713331e-183,-0.107841981908866,0.091,0.144,1.55869874985429e-178
"AC025043.1",5.34117363068139e-183,-0.124959722868506,0.218,0.259,1.69961486101913e-178
"PRR33",5.63416587944477e-183,-0.0698972808810843,0.051,0.094,1.79284792449812e-178
"SERTAD1",6.22777321732915e-183,-0.145489464857083,0.152,0.206,1.98173971548631e-178
"TMEM273",7.05634577137441e-183,0.00909523682827529,0.287,0.227,2.24539978790905e-178
"ADCY3",7.35730556949758e-183,-0.156603658046214,0.234,0.261,2.34116820526983e-178
"C16orf74",8.05923849302571e-183,-0.107772985253469,0.065,0.103,2.56453028086571e-178
"DDX11",8.17365272202652e-183,-0.104704979905241,0.11,0.148,2.60093803267606e-178
"ATP8B2",9.33143374725352e-183,-0.155784930154506,0.281,0.318,2.96935553271354e-178
"C11orf98",9.73442034586648e-183,-0.103607633255781,0.716,0.669,3.09758989825817e-178
"NFKBID",9.82959001556069e-183,-0.113631996129273,0.073,0.118,3.12787383885157e-178
"ITPR2",1.15207156505394e-182,-0.211873665480702,0.277,0.318,3.66600692715813e-178
"AGO4",1.40519255130548e-182,-0.113731292874129,0.093,0.137,4.47146321750916e-178
"ZBTB7A",1.53928771219914e-182,-0.113204241617771,0.516,0.497,4.89816742898889e-178
"HECA",1.69517757698268e-182,-0.133265791055409,0.266,0.3,5.39422456771659e-178
"IMPDH2",2.29638114019409e-182,-0.21440571421993,0.551,0.55,7.3073144262116e-178
"RPS6KA4",2.3346262885584e-182,-0.118137729969197,0.195,0.221,7.42901431282168e-178
"AKT2",2.36818123535685e-182,-0.154469176738953,0.303,0.344,7.53578950902904e-178
"SGSM2",2.6141286558597e-182,-0.089175539603999,0.06,0.1,8.31841879581117e-178
"MRPL37",2.76190536787445e-182,-0.1729902524254,0.58,0.573,8.78865907111328e-178
"ZDHHC7",3.95953795134794e-182,-0.123564968513975,0.183,0.22,1.25996457149843e-177
"SELENOO",4.11554632126548e-182,-0.109261490611348,0.125,0.163,1.30960799488989e-177
"UFL1",4.4649280522707e-182,0.112507414866963,0.333,0.251,1.42078475551306e-177
"BRD3",5.06670837911721e-182,-0.115533896780272,0.23,0.255,1.61227727331889e-177
"TOP2B",5.14918793765303e-182,-0.096991774847148,0.432,0.413,1.63852309364057e-177
"MVB12B",5.22265603302251e-182,-0.114325621138583,0.065,0.108,1.66190137626809e-177
"TMUB2",6.10003648172495e-182,-0.10379079960725,0.116,0.164,1.9410926088497e-177
"CAPS",6.20938515616632e-182,-0.0871441799210259,0.034,0.066,1.97588845054368e-177
"SCAF4",6.34300460209592e-182,-0.141962938653424,0.243,0.285,2.01840749443294e-177
"MRPL40",6.43551816159227e-182,-0.138247331438406,0.391,0.398,2.04784623420028e-177
"ACAA2",7.38408173537676e-182,-0.0564361645715787,0.616,0.564,2.34968864901424e-177
"ZNF398",7.83300048848286e-182,-0.130491958173883,0.117,0.165,2.49253908544013e-177
"ZRANB2",8.64146489616319e-182,0.123599089214744,0.545,0.455,2.74980054460809e-177
"ZNF384",8.64282188655485e-182,-0.11455874423579,0.148,0.198,2.75023235252062e-177
"HLA-DPA1",1.0107551062437e-181,-0.0668971025485643,0.659,0.594,3.21632382357807e-177
"ZNRD2",1.17422754032638e-181,-0.148020300980032,0.338,0.359,3.73650945607257e-177
"HIVEP3",1.26779167951545e-181,-0.182324241735571,0.188,0.24,4.03423990338612e-177
"NPM1",1.31463069506432e-181,-0.0922382905856312,0.953,0.914,4.18328633476416e-177
"ROCK1",1.32709855650023e-181,0.0791743264845182,0.642,0.557,4.2229603166394e-177
"AC024560.5",1.3842151139976e-181,-0.12068221725323,0.144,0.181,4.40471091425177e-177
"ART3",1.62346817095077e-181,-0.0278189354070688,0.005,0.023,5.16603806678244e-177
"PHIP",1.95045775023874e-181,0.0602953200806097,0.464,0.384,6.20655160703469e-177
"PPARD",2.07493147497679e-181,-0.126806727778302,0.127,0.175,6.60263944652364e-177
"IRAK4",2.2304124739653e-181,-0.124469710861809,0.219,0.259,7.09739553340497e-177
"ARID1A",2.23495959202946e-181,-0.190830192722748,0.581,0.595,7.11186491779696e-177
"SH3BP2",2.33428884398141e-181,-0.113669823156711,0.142,0.182,7.42794053043325e-177
"NCAPG",2.37920295976063e-181,0.0967482552257974,0.428,0.344,7.5708617382543e-177
"ATP5F1B",2.41151629322684e-181,-0.0945421724742035,0.853,0.804,7.67368599667713e-177
"HDGF",2.50020126574084e-181,-0.0699175451677634,0.665,0.607,7.95589044771394e-177
"ZNF655",2.9547862666862e-181,-0.139876751758685,0.338,0.375,9.40242537922217e-177
"CIT",3.15944052439959e-181,-0.183153998068785,0.237,0.257,1.00536556926919e-176
"LRRC75A",3.22536498827839e-181,-0.139546730856087,0.208,0.266,1.02634339292007e-176
"POMT1",3.32835119603246e-181,-0.107570243342072,0.105,0.15,1.05911463408949e-176
"TUBA4A",3.34225139820237e-181,-0.119535813381958,0.696,0.643,1.06353781742198e-176
"KPNA2",5.8388438852079e-181,-0.138641644829597,0.573,0.518,1.85797851271201e-176
"AVL9",5.94585426302129e-181,-0.145918258750057,0.181,0.234,1.892030285036e-176
"UBE2A",6.15245398744343e-181,-0.0769302819864557,0.554,0.513,1.95777238334437e-176
"ATXN3",9.93556205534436e-181,-0.135754517540681,0.261,0.29,3.16159520163113e-176
"AC026202.2",1.04200769159629e-180,-0.0790769045982211,0.044,0.083,3.31577267542856e-176
"DNAJB11",1.13410336230575e-180,0.0714900359949745,0.449,0.368,3.60883030919313e-176
"PNP",1.22825271809667e-180,-0.0886203324983446,0.58,0.537,3.90842297425541e-176
"MRFAP1L1",1.26608417622254e-180,-0.115027921303752,0.464,0.465,4.02880645715773e-176
"PSMD3",1.77618195163532e-180,-0.184820306717161,0.545,0.537,5.65198858829875e-176
"CENPA",1.90726668992199e-180,-0.0988173314510732,0.316,0.291,6.06911333400077e-176
"GSTZ1",2.03388055420014e-180,-0.11005106197105,0.155,0.2,6.47201131152027e-176
"PRORP",2.18617974168347e-180,-0.178413387154281,0.377,0.426,6.95664255601096e-176
"TNK2",2.35555363499055e-180,-0.172605056054703,0.238,0.285,7.49560722190344e-176
"LONP2",2.3935655036919e-180,-0.14574650645606,0.374,0.39,7.61656478929798e-176
"GALNS",2.4179782158998e-180,-0.104285229580495,0.101,0.144,7.69424848081475e-176
"GTF2B",3.01885026529843e-180,-0.136799502948056,0.363,0.394,9.60628342920614e-176
"USP48",3.47876747998703e-180,-0.160794635076314,0.441,0.451,1.10697859980667e-175
"YY1",4.63319695836202e-180,-0.0882165709399478,0.708,0.661,1.47432960412038e-175
"AC022167.2",5.10014472248721e-180,-0.10166595040458,0.103,0.154,1.62291705214265e-175
"MDH2",5.33172997383768e-180,-0.0977171828301102,0.744,0.696,1.69660979497489e-175
"TNPO3",5.72494284593908e-180,-0.175807192697083,0.455,0.467,1.82173406300628e-175
"SDF2",6.12994659521177e-180,-0.122854346315961,0.406,0.414,1.95061030606234e-175
"AC133550.3",6.32917792684414e-180,-0.0728676628878012,0.026,0.058,2.01400770810107e-175
"CHD8",6.79503993885104e-180,-0.148407007128173,0.517,0.506,2.16224965894179e-175
"BAZ1B",6.93033555641502e-180,0.136619766092168,0.646,0.559,2.20530207740682e-175
"SHLD1",7.15903721475144e-180,-0.139249201259478,0.217,0.266,2.27807723210606e-175
"DNAJC9",8.22831982492342e-180,-0.0116656055896789,0.585,0.516,2.61833365148888e-175
"ITGA1",8.54752757912152e-180,-0.152875002261426,0.109,0.155,2.71990875095226e-175
"BOLA1",8.75377735117544e-180,-0.115489946126102,0.217,0.244,2.78553949091754e-175
"PPAN",9.85180095611757e-180,-0.187521622398381,0.225,0.277,3.13494158224617e-175
"CDC26",1.07482552565882e-179,-0.125500353791027,0.504,0.497,3.42020230519894e-175
"WDR54",1.23096404977663e-179,-0.117514606572988,0.375,0.373,3.91705070279421e-175
"CWF19L1",1.23155925758482e-179,-0.135301115670155,0.215,0.261,3.91894471356065e-175
"OSTC",1.32709980919466e-179,-0.0624427896371516,0.579,0.53,4.22296430283833e-175
"TATDN2",1.37848767112799e-179,-0.140800321447246,0.326,0.353,4.38648561829638e-175
"KAT8",1.40128806893003e-179,-0.116523829251827,0.176,0.222,4.45903876414225e-175
"TENT4A",1.46821674905591e-179,-0.130281887787785,0.114,0.165,4.6720125171708e-175
"SYNGAP1-AS1",1.67326643904959e-179,-0.0653959072615297,0.028,0.062,5.3245011356997e-175
"ATG4D",1.79477663439497e-179,-0.11342239233372,0.14,0.179,5.71115872830824e-175
"PCED1A",1.88765679646245e-179,-0.0800367881416485,0.054,0.088,6.00671269202318e-175
"SVBP",2.84878141548125e-179,-0.140857332764435,0.335,0.367,9.06510734220288e-175
"TRG-AS1",2.88015509900335e-179,-0.169297501628987,0.316,0.352,9.16494154053855e-175
"ADRM1",2.89303762101965e-179,-0.137358768686617,0.624,0.596,9.20593501384663e-175
"GRINA",2.90146564188237e-179,-0.108030551076714,0.099,0.146,9.2327538190339e-175
"USP36",3.34809830001614e-179,-0.157307558674041,0.338,0.366,1.06539836004814e-174
"MLH1",4.83224157253841e-179,-0.139250403882741,0.282,0.311,1.53766759079745e-174
"PLCB1",5.03247242366106e-179,-0.0702411053451128,0.02,0.051,1.60138304993319e-174
"SMC1A",5.03474938966221e-179,-0.0414001544660001,0.613,0.547,1.60210760328441e-174
"PRKAR1A",5.11575270564302e-179,-0.127378808692782,0.466,0.472,1.62788366846267e-174
"SCAMP4",5.25889070305367e-179,-0.117546733647219,0.177,0.222,1.67343161061871e-174
"ZNF26",5.97051330389919e-179,-0.0921495480684216,0.071,0.113,1.89987703843376e-174
"MYO19",6.09965877394552e-179,-0.140135745290709,0.169,0.213,1.9409724184572e-174
"CD320",6.17792820166708e-179,-0.0914398725941636,0.398,0.369,1.96587853305248e-174
"PFKP",6.22375844837995e-179,-0.233075579741298,0.55,0.561,1.98046217585898e-174
"PAK4",7.75585110202247e-179,-0.0875719567276964,0.047,0.085,2.46798937917457e-174
"NUP62",8.39943186857324e-179,-0.211030717829079,0.57,0.573,2.67278321489869e-174
"CD164",1.09729454798632e-178,-7.09946065677869e-05,0.661,0.593,3.49170098114727e-174
"ZKSCAN7-AS1",1.17243866305911e-178,-0.0621274159852813,0.026,0.059,3.73081706972038e-174
"SETX",1.17662850631389e-178,-0.159978350280605,0.43,0.439,3.74414956994144e-174
"AC131568.1",1.2002862621174e-178,-0.0698857357253832,0.024,0.056,3.81943091468377e-174
"CCNL2",1.37376957731566e-178,-0.132541913257236,0.186,0.233,4.37147217197615e-174
"SDHAF1",1.77205235180807e-178,-0.110987374811044,0.144,0.188,5.63884778868845e-174
"CNNM2",2.01724503242261e-178,-0.10069467273942,0.07,0.113,6.41907541767197e-174
"RUBCN",2.27040788194102e-178,-0.127064263755931,0.205,0.244,7.22466492112451e-174
"POC1B",3.27712593148705e-178,-0.138364118568839,0.202,0.252,1.04281424265849e-173
"LINC02446",3.42834540095602e-178,-0.289459935791508,0.167,0.198,1.09093379003822e-173
"ABL1",3.58548715195285e-178,-0.157572148630236,0.165,0.216,1.14093786662292e-173
"LRRC14",3.61783280066621e-178,-0.101393196444282,0.118,0.152,1.15123057549999e-173
"BRWD1",3.76066529428045e-178,-0.1469886063775,0.231,0.279,1.19668130329298e-173
"ZBTB25",3.83718095207615e-178,-0.113629717445068,0.17,0.215,1.22102935076015e-173
"KMT2B",3.95224372570091e-178,-0.125548867503769,0.23,0.26,1.25764347595529e-173
"AGK",4.30626001612132e-178,-0.133300986617273,0.148,0.197,1.37029499972996e-173
"KLRG1",4.58183121502849e-178,-0.169764478752831,0.152,0.197,1.45798451093422e-173
"RANBP1",4.91470100752336e-178,-0.00357290941585742,0.747,0.674,1.56390700760401e-173
"TSPAN17",5.21422123783098e-178,-0.128940912720541,0.189,0.231,1.6592173400902e-173
"AKNAD1",5.39563311468461e-178,-0.101345501505307,0.062,0.104,1.71694441342379e-173
"ENDOV",5.51808677335368e-178,-0.0977808597632615,0.08,0.126,1.75591039214887e-173
"EMC1-AS1",6.00695584562607e-178,-0.0928913730680901,0.067,0.108,1.91147341963667e-173
"AC099063.1",6.08657933704852e-178,-0.0782786007039062,0.063,0.108,1.93681041084221e-173
"TXNDC11",6.28371666506543e-178,-0.141645752256901,0.205,0.25,1.99954147999047e-173
"DANT2",6.61052773285402e-178,-0.0778200415663869,0.067,0.113,2.10353602987148e-173
"NRBP1",9.32461473978666e-178,-0.153170049497576,0.432,0.456,2.96718565634751e-173
"CCNE1",1.04931187824046e-177,0.0226966136187467,0.167,0.122,3.33901532774897e-173
"SNHG14",1.31832019208811e-177,-0.130529520802156,0.111,0.16,4.19502668324357e-173
"S100A6",1.32801300729906e-177,0.0867636284390443,0.946,0.901,4.22587019052635e-173
"CDK19",1.48904590199868e-177,-0.193068823174976,0.243,0.294,4.73829296475e-173
"RPS19",1.500302587387e-177,-0.132582049413656,0.981,0.959,4.77411286332416e-173
"TMCO4",1.7926316048391e-177,-0.125392214628935,0.127,0.171,5.70433302975849e-173
"MTHFS",1.83256772622617e-177,-0.145977162296785,0.292,0.327,5.8314137616243e-173
"GARS-DT",2.14265884545551e-177,-0.1024797144566,0.078,0.124,6.81815471212396e-173
"NR3C1",2.37228094208952e-177,-0.190442753007992,0.426,0.445,7.54883518582307e-173
"SUFU",3.05610656547991e-177,-0.132253620233684,0.148,0.196,9.72483670201363e-173
"MRPS7",3.4004351480475e-177,-0.133932936983613,0.508,0.49,1.08205246846019e-172
"MESD",3.72432682965674e-177,0.10472277390727,0.622,0.535,1.18511804046507e-172
"MLLT10",3.82834470575773e-177,-0.195569197825911,0.299,0.35,1.21821756881917e-172
"CD19",4.7543152954344e-177,-0.032264552925396,0.008,0.029,1.51287067016018e-172
"PSMA3",4.88709796491246e-177,0.00976085567544382,0.731,0.658,1.55512344341479e-172
"CPNE7",5.72273394180453e-177,-0.0975473080027225,0.056,0.099,1.82103116762162e-172
"SAMD8",5.87640584776728e-177,-0.10966725759686,0.087,0.129,1.86993110481803e-172
"CIAPIN1",5.96845141122038e-177,-0.140738927883236,0.273,0.309,1.89922092356444e-172
"MTSS1",6.89824948077046e-177,-0.109997275388811,0.083,0.129,2.19509196727597e-172
"ESYT1",7.46512905062887e-177,-0.0669788309358443,0.671,0.619,2.37547871520061e-172
"ADAM17",8.09780871123463e-177,-0.132318615621225,0.198,0.239,2.57680371000197e-172
"ARID4B",8.32872624030014e-177,-0.106100367460157,0.543,0.505,2.65028397692591e-172
"KNSTRN",1.12584802270039e-176,-0.0929974398496269,0.301,0.275,3.58256099303491e-172
"ATG5",1.14123063071353e-176,-0.153351623785655,0.366,0.398,3.63150998999352e-172
"SMARCAL1",1.18434954508964e-176,-0.127367758435572,0.186,0.228,3.76871868742974e-172
"PPHLN1",1.35783060392063e-176,-0.15054151666396,0.565,0.569,4.32075276473583e-172
"FP236383.3",1.3799586242306e-176,-0.087294931758603,0.065,0.109,4.39116633816419e-172
"ARNTL",1.59006510770899e-176,-0.148607476759093,0.173,0.222,5.05974617924078e-172
"MPDU1",1.69194415200968e-176,-0.139055923077865,0.356,0.364,5.38393548611001e-172
"CHD4",1.71455303931017e-176,-0.063369168442029,0.761,0.701,5.4558792263889e-172
"ASH2L",1.73428287700731e-176,-0.130977337115548,0.271,0.296,5.51866154292497e-172
"PDCD5",1.79789409552209e-176,-0.0763040873451,0.725,0.666,5.72107880136083e-172
"CLASP1",2.03041303459646e-176,-0.208945282827202,0.285,0.337,6.46097731738939e-172
"MGAT1",2.17123101061346e-176,-0.142324734577179,0.455,0.473,6.9090741988731e-172
"PPARA",2.2478116842793e-176,-0.116624477615036,0.111,0.156,7.15276156054515e-172
"NUTF2",2.40141653675669e-176,-0.123850023828225,0.609,0.578,7.64154756161347e-172
"RNF121",2.86477072549175e-176,-0.116744332345161,0.126,0.165,9.11598692558729e-172
"MEI1",2.9129186502699e-176,-0.133233332723343,0.216,0.271,9.26919843702385e-172
"TERF2IP",2.95441089449036e-176,0.0124626474071479,0.696,0.625,9.40123090735779e-172
"GAA",4.8211001743834e-176,-0.113422461586303,0.102,0.136,1.53412228649054e-171
"IGHD",4.87475067441671e-176,-0.0364692741711617,0.01,0.033,1.55119441210614e-171
"E4F1",5.75850615897271e-176,-0.104993635895408,0.098,0.144,1.8324142448467e-171
"NAPEPLD",5.95878544184609e-176,-0.093313629090969,0.095,0.147,1.89614511544984e-171
"PRMT7",6.15648968797266e-176,-0.131753133736479,0.161,0.209,1.95905658360978e-171
"NUP50",6.3763003681295e-176,-0.147131762899677,0.44,0.445,2.02900254014249e-171
"SKIV2L",7.23000917464929e-176,-0.105066807078904,0.125,0.162,2.30066121946515e-171
